CARE_SITE_ID,CARE_SITE_NAME,PLACE_OF_SERVICE_CONCEPT_ID,LOCATION_ID,CARE_SITE_SOURCE_VALUE,PLACE_OF_SERVICE_SOURCE_VALUE
20345,,8940,,220406111,Office
20405,,8756,,0585MG,Outpatient Facility
20465,,8940,,638620088,Office
20525,,8940,,854302580,Office
20585,,8940,,155879150,Office
20645,,8940,,916316948,Office
20705,,8940,,043570860,Office
20765,,8940,,767078187,Office
20825,,8940,,565221488,Office
7,,8717,,45T6YH,Inpatient Facility
67,,8717,,1030RD,Inpatient Facility
127,,8940,,276871431,Office
187,,8940,,379109211,Office
247,,8940,,696899879,Office
307,,8940,,826716551,Office
367,,8940,,751709615,Office
427,,8940,,404921647,Office
487,,8940,,168622121,Office
547,,8940,,265982638,Office
607,,8940,,803996404,Office
667,,8940,,056566489,Office
727,,8940,,001926717,Office
787,,8940,,746546872,Office
847,,8940,,614135072,Office
907,,8940,,995093075,Office
967,,8940,,212436478,Office
1027,,8940,,335750842,Office
1087,,8940,,368554260,Office
1147,,8940,,305956748,Office
1207,,8940,,972483187,Office
1267,,8940,,715192796,Office
1327,,8940,,192856529,Office
1387,,8940,,261786588,Office
1447,,8940,,912711857,Office
1507,,8940,,138534746,Office
1567,,8940,,981163508,Office
1627,,8940,,363033254,Office
1687,,8940,,362518934,Office
1747,,8940,,452495408,Office
1807,,8940,,602523300,Office
1867,,8940,,748981433,Office
1927,,8940,,513677150,Office
1987,,8940,,172713248,Office
2047,,8940,,895507104,Office
2107,,8940,,317316202,Office
2167,,8940,,246747678,Office
2227,,8940,,182740298,Office
2287,,8940,,937482105,Office
2347,,8940,,339203863,Office
2407,,8940,,304541558,Office
2467,,8756,,2000SK,Outpatient Facility
2527,,8940,,192809819,Office
2587,,8940,,196974522,Office
2647,,8940,,312880449,Office
2707,,8940,,846394966,Office
2767,,8940,,157933630,Office
2827,,8940,,530980404,Office
2887,,8940,,321036659,Office
2947,,8940,,439624292,Office
3007,,8940,,264450293,Office
3067,,8940,,803587545,Office
3127,,8756,,5200CT,Outpatient Facility
3187,,8756,,2100MP,Outpatient Facility
3247,,8940,,545657579,Office
3307,,8940,,109381638,Office
3367,,8940,,501282645,Office
3427,,8940,,026171781,Office
3487,,8940,,060325614,Office
3547,,8940,,447178198,Office
3607,,8940,,545005440,Office
3667,,8940,,542928034,Office
3727,,8940,,756198948,Office
3787,,8940,,268050547,Office
3847,,8940,,777636465,Office
3907,,8940,,284896206,Office
3967,,8940,,462761685,Office
4027,,8940,,527072893,Office
4087,,8940,,962372626,Office
4147,,8940,,326869713,Office
4207,,8940,,956120725,Office
4267,,8940,,287052540,Office
4327,,8940,,352711565,Office
4387,,8940,,921311558,Office
4447,,8717,,1002AV,Inpatient Facility
4507,,8756,,4000KQ,Outpatient Facility
4567,,8756,,4400WA,Outpatient Facility
4627,,8940,,629238692,Office
4687,,8940,,857443482,Office
4747,,8940,,429052645,Office
4807,,8940,,288499520,Office
4867,,8940,,154112076,Office
4927,,8940,,021215161,Office
4987,,8940,,712148163,Office
5047,,8940,,419035018,Office
5107,,8940,,886513574,Office
5167,,8940,,227958875,Office
5227,,8940,,896238964,Office
5287,,8940,,413496040,Office
5347,,8940,,032537755,Office
5407,,8940,,629181299,Office
5467,,8940,,065251895,Office
5527,,8940,,681487768,Office
5587,,8940,,476257589,Office
5647,,8756,,1113GS,Outpatient Facility
5707,,8940,,902559403,Office
5767,,8940,,726072636,Office
5827,,8940,,759274511,Office
5887,,8940,,867357159,Office
5947,,8940,,537477455,Office
6007,,8940,,269507947,Office
6067,,8940,,626130672,Office
6127,,8940,,771909765,Office
6187,,8940,,920938187,Office
6247,,8940,,665791230,Office
6307,,8940,,012621049,Office
6367,,8940,,338748756,Office
6427,,8940,,421736671,Office
6487,,8940,,352244773,Office
6547,,8756,,0600XD,Outpatient Facility
6607,,8940,,589390229,Office
6667,,8940,,468429138,Office
6727,,8940,,392005075,Office
6787,,8940,,164323192,Office
6847,,8940,,385512292,Office
6907,,8940,,508714981,Office
6967,,8756,,1400HS,Outpatient Facility
7027,,8940,,003565754,Office
7087,,8940,,485680424,Office
7147,,8940,,397641391,Office
7207,,8940,,247841119,Office
7267,,8940,,662987593,Office
7327,,8940,,116619500,Office
7387,,8940,,194655278,Office
7447,,8717,,0503DN,Inpatient Facility
7507,,8940,,088271353,Office
7567,,8940,,073674279,Office
7627,,8940,,744000060,Office
7687,,8756,,1401XB,Outpatient Facility
7747,,8940,,214841618,Office
7807,,8940,,984486266,Office
7867,,8940,,729918436,Office
7927,,8940,,284690891,Office
7987,,8940,,957165468,Office
8047,,8940,,202518247,Office
8107,,8940,,785050510,Office
8167,,8940,,735506300,Office
8227,,8940,,910084995,Office
8287,,8940,,668672893,Office
8347,,8940,,632758024,Office
8407,,8940,,700431381,Office
8467,,8940,,713961495,Office
8527,,8940,,471327348,Office
8587,,8940,,359894324,Office
8647,,8940,,869338068,Office
8707,,8940,,945587025,Office
8767,,8940,,710149724,Office
8827,,8940,,125012714,Office
8887,,8940,,399063843,Office
8947,,8940,,157723039,Office
9007,,8940,,147922204,Office
9067,,8940,,824375095,Office
9127,,8940,,920819585,Office
9187,,8940,,204404872,Office
9247,,8940,,959360764,Office
9307,,8940,,671706992,Office
9367,,8940,,323432628,Office
9427,,8940,,566452878,Office
9487,,8940,,309497737,Office
9547,,8940,,627744393,Office
9607,,8717,,23T1YQ,Inpatient Facility
9667,,8940,,547297768,Office
9727,,8940,,272846174,Office
9787,,8756,,1500PJ,Outpatient Facility
9847,,8940,,433657618,Office
9907,,8940,,866055360,Office
9967,,8940,,965636299,Office
10027,,8940,,117585297,Office
10087,,8940,,885101615,Office
10147,,8940,,108678968,Office
10207,,8940,,651842405,Office
10267,,8940,,503249062,Office
10327,,8940,,251888524,Office
10387,,8940,,614237310,Office
10447,,8940,,153956323,Office
10507,,8940,,972651359,Office
10567,,8940,,627843852,Office
10627,,8940,,104039622,Office
10687,,8756,,3300RH,Outpatient Facility
10747,,8940,,335910554,Office
10807,,8940,,900831464,Office
10867,,8940,,548403843,Office
10927,,8940,,648573334,Office
10987,,8717,,3303YT,Inpatient Facility
11047,,8940,,374687237,Office
11107,,8940,,904570343,Office
11167,,8940,,236973159,Office
11227,,8940,,589755321,Office
11287,,8940,,212069937,Office
11347,,8940,,293372733,Office
11407,,8940,,916667600,Office
11467,,8940,,039983854,Office
11527,,8940,,047172035,Office
11587,,8940,,491974418,Office
11647,,8940,,802251915,Office
11707,,8940,,009928300,Office
11767,,8940,,922673549,Office
11827,,8940,,261987367,Office
11887,,8940,,677562392,Office
11947,,8940,,079608852,Office
12007,,8940,,077281679,Office
12067,,8717,,3400YV,Inpatient Facility
12127,,8940,,411261828,Office
12187,,8940,,252145950,Office
12247,,8940,,446153192,Office
12307,,8940,,091623260,Office
12367,,8940,,635794953,Office
12427,,8940,,964421591,Office
12487,,8940,,777802495,Office
12547,,8940,,720937009,Office
12607,,8940,,595747376,Office
12667,,8940,,448353204,Office
12727,,8940,,976186408,Office
12787,,8940,,316728516,Office
12847,,8940,,763488812,Office
12907,,8940,,033246610,Office
12967,,8940,,630458247,Office
13027,,8940,,406093478,Office
13087,,8940,,854220820,Office
13147,,8940,,432235721,Office
13207,,8940,,233287811,Office
13267,,8940,,398063000,Office
13327,,8940,,412056001,Office
13387,,8940,,492585200,Office
13447,,8940,,525638363,Office
13507,,8940,,567570023,Office
13567,,8756,,1101PM,Outpatient Facility
13627,,8756,,3439KB,Outpatient Facility
13687,,8940,,735944698,Office
13747,,8940,,654798082,Office
13807,,8940,,489402941,Office
13867,,8940,,061465658,Office
13927,,8940,,349159149,Office
13987,,8940,,648676312,Office
14047,,8940,,150018338,Office
14107,,8756,,52016B,Outpatient Facility
14167,,8940,,303052370,Office
14227,,8940,,583499434,Office
14287,,8940,,532337660,Office
14347,,8756,,4100KP,Outpatient Facility
14407,,8940,,855742464,Office
14467,,8940,,414948454,Office
14527,,8756,,5000GR,Outpatient Facility
14587,,8940,,350442739,Office
14647,,8940,,612602820,Office
14707,,8940,,282816992,Office
14767,,8940,,868788992,Office
14827,,8940,,741712625,Office
14887,,8940,,048249709,Office
14947,,8940,,888421628,Office
15007,,8940,,983512722,Office
15067,,8940,,935245515,Office
15127,,8940,,313268202,Office
15187,,8940,,687584852,Office
15247,,8940,,876272128,Office
15307,,8717,,2600ZT,Inpatient Facility
15367,,8940,,274931940,Office
15427,,8940,,209819093,Office
15487,,8940,,487331197,Office
15547,,8940,,473163726,Office
15607,,8940,,241191887,Office
15667,,8940,,221134079,Office
15727,,8940,,260690644,Office
15787,,8940,,269419495,Office
15847,,8940,,969744880,Office
15907,,8940,,848048878,Office
15967,,8940,,521578465,Office
16027,,8940,,815913958,Office
16087,,8940,,974738171,Office
16147,,8940,,710459142,Office
16207,,8940,,019431597,Office
16267,,8940,,306227546,Office
16327,,8940,,110723089,Office
16387,,8940,,280636969,Office
16447,,8940,,358347104,Office
16507,,8940,,264574205,Office
16567,,8940,,002244720,Office
16627,,8940,,383270934,Office
16687,,8940,,987250512,Office
16747,,8940,,172528381,Office
16807,,8940,,720773281,Office
16867,,8940,,073564976,Office
16927,,8756,,1018SC,Outpatient Facility
16987,,8940,,375420226,Office
17047,,8940,,853588044,Office
17107,,8940,,675270877,Office
17167,,8940,,741652712,Office
17227,,8940,,446869798,Office
17287,,8940,,233604276,Office
17347,,8940,,771579719,Office
17407,,8940,,323442564,Office
17467,,8756,,1002VG,Outpatient Facility
17527,,8940,,017909317,Office
17587,,8940,,269381785,Office
17647,,8940,,369914399,Office
17707,,8940,,085746885,Office
17767,,8940,,252137670,Office
17827,,8940,,011002018,Office
17887,,8940,,160814335,Office
17947,,8940,,718252321,Office
18007,,8940,,914807705,Office
18067,,8940,,882690466,Office
18127,,8940,,459648737,Office
18187,,8940,,797969437,Office
18247,,8940,,356119255,Office
18307,,8756,,0513WB,Outpatient Facility
18367,,8940,,594550119,Office
18427,,8940,,978434660,Office
18487,,8940,,090790297,Office
18547,,8940,,597439844,Office
18607,,8940,,767908105,Office
18667,,8940,,381338607,Office
18727,,8940,,097875496,Office
18787,,8940,,022146873,Office
18847,,8940,,909951833,Office
18907,,8756,,4503GM,Outpatient Facility
18967,,8940,,973611105,Office
19027,,8940,,216368333,Office
19087,,8940,,886387243,Office
19147,,8940,,212962715,Office
19207,,8940,,951638982,Office
19267,,8940,,058573388,Office
19327,,8940,,202771424,Office
19387,,8940,,626986769,Office
19447,,8940,,757740171,Office
19507,,8940,,971040581,Office
19567,,8940,,611642696,Office
19627,,8756,,06138B,Outpatient Facility
19687,,8940,,039205031,Office
19747,,8756,,3301HQ,Outpatient Facility
19807,,8940,,221208428,Office
19867,,8940,,798512870,Office
19927,,8940,,195036146,Office
19987,,8940,,250843142,Office
20047,,8940,,301655010,Office
20107,,8940,,921741900,Office
20167,,8940,,051458921,Office
20227,,8940,,701677814,Office
20287,,8940,,736615717,Office
20347,,8940,,627196639,Office
20407,,8940,,065306579,Office
20467,,8940,,216932127,Office
20527,,8940,,574568589,Office
20587,,8717,,2800CK,Inpatient Facility
20647,,8940,,064013346,Office
20707,,8940,,488696734,Office
20767,,8940,,521439982,Office
20827,,8940,,721037230,Office
20887,,8940,,132685918,Office
20947,,8940,,936575378,Office
21007,,8940,,283067423,Office
21067,,8940,,959734408,Office
21127,,8940,,370582958,Office
21187,,8940,,194492857,Office
21247,,8940,,996657539,Office
21307,,8940,,702104526,Office
21367,,8940,,339125565,Office
21427,,8940,,530504774,Office
21487,,8940,,791889759,Office
21547,,8940,,625991724,Office
21607,,8940,,752579785,Office
21667,,8940,,981339026,Office
21727,,8940,,984396448,Office
21787,,8940,,242025543,Office
21847,,8940,,505076721,Office
21907,,8940,,544681281,Office
21967,,8940,,713888154,Office
22027,,8940,,676984856,Office
22087,,8940,,617923641,Office
22147,,8940,,590186129,Office
22207,,8717,,0500DQ,Inpatient Facility
22267,,8940,,527676080,Office
22327,,8940,,722222796,Office
22387,,8940,,041910822,Office
22447,,8940,,054695569,Office
22507,,8940,,968026336,Office
22567,,8940,,926969202,Office
22627,,8940,,074561422,Office
22687,,8756,,1402XA,Outpatient Facility
8,,8940,,489286775,Office
68,,8940,,778786131,Office
128,,8940,,093542829,Office
188,,8940,,130170376,Office
248,,8717,,3302VG,Inpatient Facility
308,,8940,,954733629,Office
368,,8940,,670557259,Office
428,,8717,,4513VB,Inpatient Facility
488,,8940,,124991697,Office
548,,8940,,809398399,Office
608,,8940,,101535072,Office
668,,8940,,034700051,Office
728,,8940,,905096313,Office
788,,8940,,538559180,Office
848,,8940,,037464235,Office
908,,8940,,099950240,Office
968,,8940,,438392551,Office
1028,,8940,,852490925,Office
1088,,8940,,709909709,Office
1148,,8940,,930624716,Office
1208,,8940,,041366888,Office
1268,,8940,,863255520,Office
1328,,8940,,312252191,Office
1388,,8940,,895291965,Office
1448,,8940,,524842328,Office
1508,,8940,,512127981,Office
1568,,8756,,5125WG,Outpatient Facility
1628,,8940,,456934388,Office
1688,,8940,,201475720,Office
1748,,8940,,633511962,Office
1808,,8940,,821576337,Office
1868,,8940,,681049642,Office
1928,,8940,,955003419,Office
1988,,8940,,130653521,Office
2048,,8940,,121089098,Office
2108,,8940,,372325307,Office
2168,,8940,,909000565,Office
2228,,8940,,892009651,Office
2288,,8940,,688847205,Office
2348,,8940,,162474497,Office
2408,,8940,,758101909,Office
2468,,8940,,017201715,Office
2528,,8940,,136939867,Office
2588,,8756,,3800RP,Outpatient Facility
2648,,8940,,137281756,Office
2708,,8940,,045634396,Office
2768,,8940,,788626980,Office
2828,,8940,,714846552,Office
2888,,8756,,2413NU,Outpatient Facility
2948,,8940,,254282867,Office
3008,,8940,,175235751,Office
3068,,8940,,387907950,Office
3128,,8940,,436494325,Office
3188,,8940,,066323684,Office
3248,,8940,,944194508,Office
3308,,8940,,792430810,Office
3368,,8940,,534948317,Office
3428,,8940,,154965042,Office
3488,,8940,,548907816,Office
3548,,8940,,464118033,Office
3608,,8940,,732141703,Office
3668,,8940,,153997439,Office
3728,,8940,,810968619,Office
3788,,8940,,220563341,Office
3848,,8940,,426317076,Office
3908,,8940,,025622614,Office
3968,,8940,,688663436,Office
4028,,8940,,557460573,Office
4088,,8940,,534841496,Office
4148,,8940,,507638067,Office
4208,,8940,,541954602,Office
4268,,8940,,052273744,Office
4328,,8940,,219899958,Office
4388,,8940,,592987550,Office
4448,,8756,,2600DC,Outpatient Facility
4508,,8940,,895352677,Office
4568,,8940,,987921291,Office
4628,,8940,,653660688,Office
4688,,8940,,096767955,Office
4748,,8940,,649424922,Office
4808,,8756,,44016P,Outpatient Facility
4868,,8940,,030631412,Office
4928,,8940,,623090219,Office
4988,,8940,,351344941,Office
5048,,8940,,008282138,Office
5108,,8940,,534961763,Office
5168,,8940,,266376666,Office
5228,,8940,,518224390,Office
5288,,8756,,4200HA,Outpatient Facility
5348,,8940,,889642016,Office
5408,,8940,,899618018,Office
5468,,8940,,777011652,Office
5528,,8940,,871806406,Office
5588,,8940,,360601062,Office
5648,,8940,,582880553,Office
5708,,8940,,968948260,Office
5768,,8717,,4506UA,Inpatient Facility
5828,,8756,,5001WN,Outpatient Facility
5888,,8940,,455861016,Office
5948,,8940,,122102338,Office
6008,,8756,,1313DC,Outpatient Facility
6068,,8940,,756361091,Office
6128,,8940,,188799462,Office
6188,,8940,,014917581,Office
6248,,8940,,651569826,Office
6308,,8940,,419825650,Office
6368,,8940,,211437745,Office
6428,,8940,,822401531,Office
6488,,8940,,179020287,Office
6548,,8940,,912180016,Office
6608,,8940,,460530219,Office
6668,,8940,,259777359,Office
6728,,8940,,971164794,Office
6788,,8940,,567457428,Office
6848,,8940,,296197310,Office
6908,,8940,,642016506,Office
6968,,8940,,524579251,Office
7028,,8940,,557293193,Office
7088,,8940,,000688019,Office
7148,,8940,,111520947,Office
7208,,8940,,377616446,Office
7268,,8756,,2220YN,Outpatient Facility
7328,,8940,,116843568,Office
7388,,8940,,752212948,Office
7448,,8940,,235636289,Office
7508,,8940,,064701668,Office
7568,,8940,,622784807,Office
7628,,8940,,363554192,Office
7688,,8940,,057693187,Office
7748,,8940,,610128888,Office
7808,,8940,,997288177,Office
7868,,8717,,4901MJ,Inpatient Facility
7928,,8940,,594857309,Office
7988,,8940,,668898984,Office
8048,,8940,,121814764,Office
8108,,8940,,681784002,Office
8168,,8940,,508051911,Office
8228,,8940,,567981343,Office
8288,,8756,,3400GA,Outpatient Facility
8348,,8940,,331211274,Office
8408,,8940,,629125203,Office
8468,,8940,,663796557,Office
8528,,8940,,033069746,Office
8588,,8940,,109736996,Office
8648,,8940,,349103431,Office
8708,,8940,,816657276,Office
8768,,8940,,522388833,Office
8828,,8940,,011580612,Office
8888,,8940,,213682732,Office
8948,,8940,,008092924,Office
9008,,8756,,4900YG,Outpatient Facility
9068,,8940,,981794860,Office
9128,,8940,,248036285,Office
9188,,8940,,163161642,Office
9248,,8940,,762294268,Office
9308,,8940,,486018609,Office
9368,,8940,,013720243,Office
9428,,8940,,464223270,Office
9488,,8940,,412243086,Office
9548,,8940,,153007208,Office
9608,,8940,,460618041,Office
9668,,8940,,759725870,Office
9728,,8940,,894190531,Office
9788,,8940,,911926262,Office
9848,,8940,,726992382,Office
9908,,8940,,160875717,Office
9968,,8940,,756711801,Office
10028,,8940,,548559707,Office
10088,,8940,,957976593,Office
10148,,8940,,199840067,Office
10208,,8940,,355003585,Office
10268,,8940,,254658912,Office
10328,,8940,,220415237,Office
10388,,8756,,2513CA,Outpatient Facility
10448,,8940,,762867224,Office
10508,,8940,,506119080,Office
10568,,8940,,062139478,Office
10628,,8940,,685281215,Office
10688,,8717,,2200MT,Inpatient Facility
10748,,8940,,359000953,Office
10808,,8940,,458504998,Office
10868,,8940,,706330694,Office
10928,,8940,,102784817,Office
10988,,8940,,283954562,Office
11048,,8940,,306230400,Office
11108,,8940,,343072164,Office
11168,,8940,,412446135,Office
11228,,8940,,276761869,Office
11288,,8940,,073525053,Office
11348,,8940,,103910105,Office
11408,,8940,,723496410,Office
11468,,8940,,806941831,Office
11528,,8940,,667919194,Office
11588,,8940,,538137397,Office
11648,,8940,,303277318,Office
11708,,8940,,659413839,Office
11768,,8940,,510657145,Office
11828,,8940,,429108899,Office
11888,,8940,,432835915,Office
11948,,8940,,045929180,Office
12008,,8940,,636557558,Office
12068,,8940,,401726837,Office
12128,,8940,,996343314,Office
12188,,8940,,175054608,Office
12248,,8940,,330448358,Office
